囪	［囪-囱］
挏	恫
挑	𢬹㨄誂掉條佻翟窕
挒	𢴴
挕	𢬴攝
挖	穵
挗	抉
挙	舉擧
挫	剉𢲖坐銼
挬	𢰏
挭	𢯬
挮	䶏
振	𢈫𤚾𤚿
挳	摼
挴	𢯈
挶	梮拘
挷	搒
挸	𢹕𢺃
挹	抑揖
挺	丁脡莛筳梃
挿	揷插
捀	𢪋捧摓
捁	攪撹
捂	渥𢫸握摀
捃	攈𢹲攟
捅	㪌𢳟
捇	刺𢷓
捈	攄
捊	抙抱㩠
捋	寽
捌	八朳扒㧙
捎	𢾐
捒	束竦
捔	𢳇矠𧣀角
捛	旅
捜	搜
捥	𢺴腕
捦	擒
捧	奉𢪋捀摓
捩	攦戾
捪	㨉
捬	拊撫
捭	㪏𢬽擺
捯	擣
捰	挼
捴	揔
捵	撚
捻	敜
捽	挨𢪄𢬪
捾	搳
捿	棲栖
掀	拫𣔙搟
掂	玷
掇	𠭴
授	受𥠢𥡑𥡾𥢓𥣍䛵
掉	挑𢴿
掊	仆抔
掋	抵
掌	仉𣎴
掍	𣬑
掎	𢰤𢷔
掑	𢮜
掓	叔
掔	牽孯𡦋腕
掕	勎
掖	夜腋液
掘	𢴺撅𢶵欮兀崛拙屈窟闕
掜	捏棿
掝	㩇
掞	㨛𢴵
掟	定
掠	剠𢱊㨼
探	𢲘撢撏貪
掣	𢊏𢮓摰𢳅𪘔
掤	𢵁
接	擑扱椄翣俠捷挾
控	扣
掩	援奄𥦩揜淹
措	刺𢵄
掫	趣黀
掬	匊𡙳揈𢱬𥵱𥸭𥸶
掮	𠊘
掲	揭
掻	搔
揁	鏗
揃	㨵𢶕𢸄箋籤
揄	𢋅𢶖𤻍
揅	研
揆	楑𢲕葵
揈	㧦掬
揉	楺煣𦽩輮
揊	𢾇扑
揌	塞
揍	奏
揎	𢱱㩊擐
提	椸
揓	𢴨
揔	總緫摠総捴𢷝惣
揖	𢯇𢱼撎挹
揜	掩𨢴
揝	撍攥
揟	𢪵
揠	扎椻
握	捂𦥆䌂
揢	㧎抲
揣	㪜挅𢭍𢰚𢵦
揦	攋
揧	𥻌
揨	朾𢿦
揩	𢾆
揭	掲担拮搩𢶆𢷒
揯	𢫮𢳖
揱	梢𣕇攕
揲	抴𢮕𢱴𢶅𥰰
揳	絜戛
援	掩𠋠爰愋
揸	𠭯摣
揺	搖摇
搃	總
搊	𢫧𢬞𢬟𢮢
搋	扠扡拖拸𢯯
搎	𢶛
搑	擃
搒	榜㧍挷𢮔
搓	𢷼
搔	掻
搘	支
搚	拉拹
搛	𣀃
搞	敲靠
搟	掀攇
搠	槊
搢	𢸰
搣	𡟬
搦	𢾲搻
搩	揭𢫰𢳗
搫	㨇㩯搬
搬	搫
搭	㧺撘搨
搰	抇
搱	雉
搲	攨
搳	捾
搴	㩃𢶊𢷘攓攐蹇騫
搷	伸
搸	𢸩
搹	扼
搻	搦
搼	拳
摀	捂
摂	攝
摍	𢳔𢴀
摎	㧃𢷶撓求樛繆
摒	拼幷
摓	捧捀縫逢
摔	𨄮
摕	梊𢰂摭
摗	駷
摘	啇𠞶𢴨擿𢸈
摚	𢻒撑
摛	攡
摝	𢮑
摠	揔總緫総
摡	溉𢪑𢷽
摢	摴
摣	𠭯抯揸𢸉
摤	搶
摦	𡗷𢶎𥧰
摧	砕莝催漼
摩	擵磨𢳀攠𢣾𥗂𥗘𦇑𪎚靡
摪	將
摭	拓摕
摮	敲𢿣𢳆𢶗
摰	掣𢳊𢴸
摱	𢶔
摲	㨻
摴	摢
摵	槭𡠽
摷	㩰𦾱鈔剿
摸	模摹
摹	模摸撫𢸆
摼	牽挳
摽	抛𢿏𢶏𢸂𢹰
摾	弶
摿	㨱
撁	牽縴
撃	擊击
撆	撇
撇	撆蔽憋瞥
撋	捼
撍	揝篸鐕
撎	揖
撒	散𢴻攃
撕	斯
撗	横擴
撘	搭
撙	𠟃
撜	𢿧拯
撞	壯𢭩𨀵
撠	戟
撢	探𢶁撣
撤	勶
撩	𢿞撈
撪	㨧
播	𠤻𢿥𥸨𨤏譒藩簸番
撮	最𢲻𤑧𩯉摄
撯	擆
撱	㨊
撶	划
撼	㨔
撽	擊𢶡邀
擀	扞
擂	攂𢹮𢺢雷
擃	搑
擅	𢫔
擆	㨋撯𢷷
擈	撲
擉	拺𧣫
擎	㢣𢍸檠擏鯨
擏	儆檠擎
擐	揎𢸃
擑	接扱椄翣
擒	禽扲捦㩒鈙
擗	擘辟
擘	孹擗𢹐
擛	聶
擢	戳
擥	攬
擦	攃
擩	㧫㨎
擪	𢵤㩎擫厭
擫	擪
擮	截
擳	幯
擵	摩𢳀攠𢣾𥗂𥗘𦇑𪎚
擸	𢴫
擹	攤
擿	摘㰅𢱦擲
攀	𧰨㐴𠔀𠬜𡴂扳𢲔𢸅
攂	擂
攃	撒擦礤
攅	攢
攇	搟
攈	攟捃
攉	搉榷
攊	擽攦
攍	㨕
攎	攞
攐	搴攓
攓	𣟋搴攐㩷
攕	㡨摻㩥揱
攗	𣟸𢥄
攘	𣀮𢺖讓禳饟穰
攞	攎
攟	攈捃
攠	摩
攡	摛
攥	揝攢
攦	捩擽
攨	搲
攫	爴玃㩴𤔗㸕𤔩
支	枝梔𠦙𡽒𣏃𢺶搘肢
攰	𤿡
攱	庋
攲	欹𤿯
攴	攵𢪊䇚𦬙扑剥
攵	攴
收	収𠬧敊㧃糾
攸	𠈹𣲏㳊泅逌𨘁悠猷
攼	捍
攽	𠚼頒
放	拋匚紡方
政	正征
敀	迫
敃	𢽹暋紛
敄	劺務
故	雇詁辜胡
敆	合
敉	侎𢘺
敊	收
敏	敏勄
敐	㲀
敒	伸
敔	圄圉梧𢾵禦
敖	傲廒𢾍隞𣷫遨熬
敜	捻
敝	弊
敞	僘鋥
敟	典
敢	𠭖𢽤𢽿𢼿𣪏
敥	烄
敧	槣𣀬𨜅
敬	𢾠𢿩憼
敲	𢻤㪣摮搞毃𣫁䯨𩫈虓
整	𠢦𠢫𣦔𢝗愸
敶	陳
敷	旉尃𢾭賦傅溥附
敻	夐𤔫矎
斀	劅椓
斁	歝射繹
斄	𠩬𣮉氂䋱犛
斈	學学斅𡕕𢻯教斆
斊	齊亝斉
斌	彬份𢒹分
斍	覺
斎	齋斋
斐	奜
斑	𤨘䃑辬頒豳班般
斒	𢼶豳
斔	庾
斖	亹
料	䉼𥸾
斚	斝
斛	㪶𧤰𩵬
斜	邪
斝	𠬂䑝斚
斞	庾
斟	酙𣁱㪸𨠇
斡	𨋼𨌝
斢	𪏡
斣	𣂌
斥	坼𠨺𠩋㡿𡱞𤵍
斧	𢯋鈇𨨞
斨	析
斯	撕𣂕纚厮鮮
新	𢀝𤗔𤗟𣂺𨐏薪親
斳	芹
斴	㔂𣃌
斸	劚欘𣃁钃
方	倣㕫汸𤙗望謗房防旁放祊訪傍
斻	桁航
施	𢒃𠆹𠇜𠤒𢻩𢻫𢼘𢼉𢼊𦭇䙾
斾	旆
斿	旒遊
旁	傍㝑𣃙㫄𣃟𣃪雱方
旃	𣃯㫋𣃼旜襢氈
旄	嵍𣭅耄茅髦
旅	𤣧𣥐𣥏𢬜捛𢰈𣃨𣄆祣穭魯吕膂臚
旆	斾𣃩
旈	旒
旉	敷尃𢾭
旌	𣃢旍𣄀𧚫𦑊𦑖精靖
旍	旌
族	簇嗾㞺𥎩𥎼𥏁𥎽瘯鏃奏
旐	𣃿
旑	旖
旒	旈瑬㐬游𣽩斿㫍𦀠流
旖	旑
旘	幟𢂴𣄞識帜
旙	旛
旚	𣄔𣄦𣄪飄
旛	旙幡
旜	旃
旞	𣄚𣄧
旡	㒫𠘸
日	𡆠𡆸囩囸𡇗𡈎
旨	㫖𠩊𠮛𡱔𣅀㫑𣅌𤮻
早	𣅼
旪	協
旬	𠣚𠣙𠣡
旭	旮
旮	旭
旰	𣈨
旱	干晘汗悍
旳	的
旴	晇𤕐
旺	暀𣈧王
旻	旼閔
旼	旻
旽	暾
旿	晤
昁	𥄔
昂	昻興高卬枊
昃	𣅛𣅦𣅔昗𣅳側稷
昈	户
昊	昦夰暤𠕫皓皞顥睪
昌	倡唱𣅊𣆫猖菖
明	朙𣇱𣷠眀萌盟鳴名
昒	𠯳𡆳𡆷𡇆曶𣇤
易	𡱿蜴亦埸賜
昔	㫺𦠡腊夕錯
昖	㫟
昗	昃
昜	暘陽
昞	昺昉炳
星	皨𠻖曐𤯢𤽛𤾪㽮
昢	𣅽艴
昣	𣆋
昤	㬡𣌟
昦	昊夰暤𠕫皞
昧	𣆜
昪	𣅹忭
昫	朐
昭	佋巶炤照招韶朝
昱	煜翌翊翼
昲	曊
昴	𣇅𣇯
昶	㫤
昷	温
昸	冬
昺	昞炳
昻	昂卬枊
昿	曠
晁	𣆷鼂朝
晅	𣉖
晇	旴
晈	皎
晌	曏餉
晍	曈
晘	旱
晙	𣇚
晛	㬗
晜	昆
晞	烯𥅹稀睎
晟	晠晶盛
晠	晟盛
晡	𣆫
晢	晣㫼
晣	晢㫼
晤	旿𣅎
晥	皖𣆿
晧	皓
晨	曟𠔹㫳辰
晬	𣅢睟
晭	㫶
普	暜溥
景	影𠎠幜暻𦚎
晲	𣅸
晴	暒晴夝甠精
晶	晟
智	知𣉻𢜔𥏾𥏼𤾞
晾	涼
暀	旺𣇭𣈧
暁	曉晓
暄	暖𣇥煖
暅	𣈶
暇	假仮叚反𠖊𠭊
暋	敃𢽹
暍	㬞㷎𤸎
暏	曙
暐	㬙
暑	暑
暒	晴晴夝甠精
暓	𣊃
暜	普溥
暝	冥
暞	曒
暣	氣
暤	皥暭皡皞昊
暦	厯曆历
暨	曁届𠕨𡍳𡮧臮
暬	褻
暭	皥暤皡皞
暲	章
暳	㬩
暴	曝㫧𣉱𣊴𣊻𣋏曓㬥𣋴𣋳虣
暵	焊
暸	瞭
暺	㫜
暻	景
暾	旽𣌘
暿	熹
曀	㙠
曁	暨届𠕨𡍳𡮧臮
曃	𣇨𪒡
曅	曄
曈	晍
曌	照瞾
曎	𠓋
曐	星
曑	參
曒	暞
曓	暴
曗	曄
曙	暏𨽉
曛	熏
曜	𣇪燿𤒂𪏌
曝	暴𣌑
曟	晨辰
曣	𣋅㬫
曦	㬢𣎮爔
曳	曵抴拽跇栧
更	㪅𠭍
曵	曳抴拽
曶	昒
曷	愒
曹	曺傮㯥𣌼𣊛𣍘漕造
曺	曹傮㯥𣌼𣊛𣍘漕
曻	昇
曼	㗈㬅蔓縵蠻萬僈
曽	曾
曾	曽
替	㬱𤽽𤾕
朁	僭
朄	𢃿𣍃
朆	㬟
朇	裨
月	囝𡇹㬴肉
有	洧𢇔又域囿友右
朊	脘
朋	倗
朌	頒
服	𠬝𠬨𠬩𣍞𦨈𦨕𦩟𨈞箙伏鵩犕負逼保
朏	𣍧
朒	肭
朔	𦙚𦚿𣍮
朕	𣍹𦨶𦩎𦩗
朖	朗朗
朗	朗朖㓪𡦀𣊧脼朤烺𥇑誏
朙	明𣇱𣷠眀
朚	𦟁忙盲
朜	㬿
朝	潮晁𣎍𦩻輖昭鼂
朡	𣍶
朤	朗
朦	䏵
未	味
本	夲㮺𡴩楍
朳	㭭捌𦓧
朹	𣏒簋
朻	𣎹樛
朼	枇
朽	㱙𣦿
朾	檙𢾊𢿦㨃揨檉
朿	刺
杄	櫏
杅	桙
杇	圬𣑀𢫸釫鋘
杈	叉
杉	杦檆櫼煔
杊	𣖼
杋	楓
杌	柮阢
杍	梓
李	𣒶䤚
材	扐
杒	梕軔
杓	勺
杕	舵
杖	丈
杘	𣐉柅𣒺
杙	弋樴
杚	𣏙
杜	𡍨𢾅𥀁
杝	柂籬迆離
杞	𠶵㠱梩檵
束	𤙨捒
杤	𣜜櫔栃
杦	杉檆
杧	芒
杪	秒
杫	㮐𣘩
杬	芫
杭	航
杮	𣏕拔
杶	櫄𣝙𣠍椿
杷	𣚒欛
杸	殳
杻	杽
杼	𣏗䇡
杽	杻扭鈕
枀	松
枅	𣓖
枆	楙
枇	匕朼枈篦
枈	枇
枉	𣒈𢽃抂
枊	昂
枋	舫柄
枎	柎
析	㭊淅扸斨晳
枑	互𣏛
枓	斗𣙞
枕	𣏝
枖	夭𣓎
枘	内鈉
枙	厄軛
枚	𣏽
枝	支㩽歧跂胑肢軹
枡	桝
枩	松梥柗
枮	椹
枯	涸橭𤖲秙楛
枰	檘
枱	柌𣙼𤹇耛𨐠鈶檯
枲	葈𦂅䢄
枵	𢪶
架	𢉤榢𢱌加枷
枷	椵耞架
枸	𣕉𣕌𣙱
枹	𣑿
枻	栧
枼	枽楪葉世
枽	枼
枾	柿
枿	蘖
柁	舵
柂	杝拖舵
柄	棅秉𥟱枋
柅	杘抳鑈
柇	𤖱
柈	槃盤
柊	終
柌	枱𣙼鈶
柍	楧
柎	弣不枎𣏘𣘧跗桴拊坿符
某	厶梅
柑	甘拑
柒	七漆
染	𩃵
柔	𣐱渘輮楘
柕	楙
柗	松梥枩
柘	䂞樜𥦼蔗
柙	㘡𣘭𧆥
柚	櫾𣠡
柝	𣔳𣝔𣟄𤗙
柞	拃窄笮酢咋
柢	底㭽楴氐秪胝抵邸詆
柣	𤙈
柤	楂樝苴俎
柩	匛𠥂匶𠥬柾𣡛
柫	柭拂
柬	揀㪝簡練
柭	柫
柮	杌
柯	𣝺舸軻
柰	奈㮏耐
柱	砫
柲	㧙鉍䪐閉
柴	祡㧘
柷	拀
柸	杯
柾	柩
栂	梅
栃	杤𣜜櫔
栄	荣榮
栒	簨
栔	契
栕	桭
栚	𣒁㮳㯢
栝	𣐸桰㮇括
栠	栣
校	挍𤲽𨬛
栣	栠
栧	枻
株	朱
栭	栮
栮	栭
栯	㮋
栲	𣑥𣐊𣛖𥬯
栳	䇭
栴	𣑪𣒰㮵
栵	𣔜𣖊
根	𣏄𣒨
栻	式
格	𠲱𢓜䈷
栽	㘽𣔮𣖋𣒭𥯒𦳦
桀	傑㘶𡏝榤
桁	斻航衡
桂	筀
桃	𣑯𤕷
框	匡𨴑
案	按桉安
桉	案
桊	棬𣗷
桐	𣑸
桓	𣒯
桔	吉㮮𣚃橘
桗	朵
桘	椎槌
桙	杅㭌模
桚	㭮拶
桜	櫻樱
桝	枡
桟	棧
桫	𣘡
桭	栕
桯	楹
桰	栝檜
桳	㮥軬
桴	坿柎泭𣻜枹孚
桵	㮃
桷	構
桸	獻
桹	樃榔
桼	漆七
梄	槱
梊	摕
梋	鋗鐶
梌	㭸
梍	皁
梏	牿攪覺
梐	㯇
梓	杍榟
梕	杒
梗	𣖀㾘
梙	槵
梜	筴挾
梠	莒
梡	棵㯘
梢	𥳓萷䔠橚揱箾旓綃
梣	𣘕橬𣠟
梤	棻
梥	松枩柗
梧	敔
梩	杞耜
梪	豆
梫	𣖽
梭	𣜤𥭟
梮	挶輂䡞㮂
梱	困㮯閫
梳	𣐌𣓜𣙳㧧疏
梵	芃檒
梸	棃
梹	檳
棅	柄
棇	樬楤𣚜
棉	𣏜㮌
棎	𣔻𣖒
棏	㭙㯖
棒	㭋棓
棓	杯棒𣘙㯁𤗏部
棘	𢄬𣘐㯤𣡍
棛	𣚥
棠	㭻
棢	輞
棥	樊
棨	𢧊
棪	𣝎
棬	桊𥁠𥁸
棯	菍㰂
棵	梡𤖇科窠
棷	藪菆
棺	𣑄
棻	梤㯣
棽	𡹚
棿	輗掜
椃	𣘫
椄	接
椅	倚
椈	𣓌
椊	㯜
植	㯰
椎	桘顀𩪀槌捶錘魋
椐	櫸
椑	𣔬
椒	𣐹𣓙茮
椓	𢽚𨧧斀
椘	楚
検	檢检
椯	𣖃𣜅𦓝
椰	枒㭨䓉
椴	葮
椵	枷
椸	提𤕮𤕴𤖌䈕箷
椹	葚枮砧鍖
椻	揠
椽	㯌
椿	杶櫄
楂	柤查槎樝
楇	輠
楈	胥
楍	本
楎	椲
楐	庎
楑	揆
楒	思
楔	榍槷契
楕	橢
楖	櫛
楗	𨵭
楘	𣖶𨍎𨎸鞪柔
楙	枆柕
楚	椘𣕑𣗂檚𤻇䠂
楝	欄練
楡	榆
楢	槱
楤	棇
楧	柍
楪	牃枼牒碟
楬	概櫭毼䥟傑
楮	柠櫧
楯	盾輴揗
楴	柢
楶	㮞
楷	𣒉𣗀
楸	橚萩
楹	桯𣟅
楺	揉煣
楻	艎
楽	樂乐
榆	楡
榍	楔𣕋
榎	檟
榏	艗
榐	𣒅碾盞
榑	欂扶
榓	樒櫁
榔	桹樠
榕	𣙚
榖	𣖫
榙	㯚
榛	𣐽𣘘樼𣝾㰉𦽥𦿒蓁
榝	樧𣛶蔱
榟	梓
榡	素
榢	架
榤	桀
榥	幌
榫	㔼笋筍
榬	楥𥰟
榭	射𣛘豫謝
榴	橊留
榻	㯓闒闟
榼	醘𣖁𥃕𨢸
槃	柈盤般
槆	橁
槇	槙稹顛
槈	耨鎒
槊	㮶𣔒𣓞搠矟䔠銏鎙
槌	桘椎搥
槎	楂𠞊查𣞚茬
槏	廉𣓅
槒	慉
槔	𣓌槹橰
槖	橐
槗	𣘺橋
様	樣样
槙	槇稹顛
槜	檇
槣	敧
槥	檅櫘橞轊
槪	概槩楬㮣
槫	𡭐輇輲摶
槭	㰗摵
槰	𣟀
槱	梄楢𣜃𥙫禉炒
槲	𣘳
槴	㨭
槵	梙
槷	楔槸臬闑
槸	槷𣞕
槹	槔
槺	㝩䆲
槻	𡦑
槽	㯾𣡘
槾	樠
樀	㭙𣚌㰅
樃	桹榔
樄	陳
樊	棥𤕩藩鞶
樌	權灌
樏	欙虆
樒	櫁榓
樔	罺劋剿
樕	𣙙㯈
樗	櫖
樘	橖橕𨎋撑棠
樚	櫝
樛	朻𣚉
樜	柘
樝	楂柤查𣕈
樟	章
樠	榔槾
模	摸𡘲𡆶桙橅𤏠摹
樤	條
樦	䇠
樧	榝𣛶蔱
権	權
樬	棇
樴	杙𣖿
樵	𣟶䕴
樶	𣖱
樷	叢藂䕺
樻	匱𣟨櫃
樼	榛
樾	𣙾𣜀
橀	𣕆
橁	槆
橃	栰筏𦪑
橅	模撫
橆	無蕪
橇	橋毳䢪
橊	榴留
橏	𣜆
橐	槖𡇈𢅍
橑	𢄷𣟆
橓	蕣
橔	𧝋
橕	樘
橖	樘
橘	桔
橙	凳䔲
橚	楸梢櫹
橝	𣡣
橞	槥
橠	㰙
橡	樣
橦	㮔
橧	竲𧲅曾增繒
橨	𤖘䒈
橪	㮒
橬	梣
橭	枯𣖥
橮	柳
橰	槔
橾	鍬
檀	單𣞀
檃	櫽檼
檄	𣜥
檅	槥
檆	杉杦櫼煔
檇	槜㰎欈
檈	𣞲
檊	杆
檋	𣐊𣔑𣞶𣡴輂蹻橋
檍	𣚍𣟥
檏	樸
檑	櫑礧
檒	楓風梵
檖	𣔾
檗	蘗檘蘖
檘	枰檗
檙	朾
檚	楚
檛	𥬲
檠	𢐧㯳擏擎
檡	菟
檤	𣜦
檥	艤
檦	㯹
檧	䈡䉥
檪	櫟
檫	𣘤
檰	㰃
檱	棋棊
檴	樺㯉
檶	杴
檷	𣐐鉨鈮
檹	𣚂
檼	檃櫽
檽	㮕𣚐
檿	𣝓
櫀	棋
櫁	樒榓
櫄	杶椿
櫆	魁
櫋	𣝼
櫌	耰
櫍	質
櫎	幌横衡
櫏	杄𣘝
櫐	蘽
櫑	罍檑𤴊𥃇
櫒	𣘤
櫔	杤𣜜栃
櫕	欑
櫖	樗
櫘	槥
櫙	蓲
櫜	𡒩𩏤
櫡	𣃈𣃑𥗁鐯𨮿箸
櫩	檐𢸴
櫭	楬
櫮	萼
櫲	𣛿豫
櫴	攋
櫹	橚
櫼	杉
櫽	檃檼
櫾	柚𣟾
欁	農
欂	榑
欃	𣔵𣛳𣝊㸥
欆	𢅻
欈	檇
欉	叢
欋	𦔬
欗	欄欄楝栏
欘	𣚚斸
欙	樏蔂縲
欚	𣜡𦪶𦫆𦫈麗
欛	𣠽杷耙
欟	𣠤
欠	缼缺歇㐸𣣓
次	𣄭𠕞𠤣𦮏
欣	俽惞訢睎
欦	㰹𣢺
欪	咥
欮	掘瘚蹶
欯	咭
欰	㖅
欱	𣣹𦦕
欳	喟
欶	嗽𠲿
欷	𣣐
欸	㖑譮
欹	攲㿲𥀴
欺	倛
欻	歘
欼	𠭋嘬𣣯㱀
欿	坎𣣻𣤉歘鍖
歀	款
歂	喘𣤀
歃	哈喢㰱𣣨𦦕
歈	𣤏
歉	䭑慊
歊	歒𣤙蒿
歋	𣣢
歍	嗚
歑	𣣕𣣍
歒	歊
歓	歡驩
歔	嘘𡃧
歕	噴
歖	喜懿
歗	嘯
歘	欻欿
歙	㒆翕
歜	𧃏
歝	斁
歠	𠽶𡂜𣤌
止	址趾阯沚豸之
正	㱏𤴓𧾸政
此	𣥅
武	𢎁䟼
歧	岐枝𣥖䅩跂
歩	步埠𡵯歨𣥶𩣝
歪	竵𥫀𥫇
歫	拒距
歬	前
歭	踟偫
歮	澀澁渋
歰	𣥒澀翣
歱	𣦟踵
歳	亗歲岁嵗㒸㞸𢧁𢧡
死	尸𣦹𣦸𣦾𣧇𢀸𣥴𤯽𦭀屍
歽	折
歾	殁歿刎物
殂	𡲡𠹨𣧫𣨐𣨖𣩋
殃	𥙏䄃
殄	𠂈𣦺𣧠𣧢
殉	徇侚
殊	𡥛
殍	𠬪𣧶𣨈𦖀莩𦹡
殑	𣩦
殕	踣
殖	䐈
殗	𣩯痷𩳢
殙	𣧟㱪𩔉
殜	𣨚𣩣𣩨𣩫
殟	𩑥
殠	𣧁臭
殣	𣩲
殦	鴟
殪	𣨑𣩉𡔸瘞
殬	𣧃睪擇
殱	殲
殳	几𢎦杸
段	腶𠩻𠪅毈緞鍛斷碫
殸	磬聲
殹	𥏏
殿	澱壂𣪍𣪫敦
毃	敲
毄	𣪠
毅	𣪣𣫖𣫚䝘
毇	𥼹𥽂𥵓𥶵𥸃
毈	㱭段
毉	瑿醫
毋	母無
毌	貫彎
母	姆毋
毎	每
每	毎𡴋𡴕𣫭
毑	姐
毒	𡹆𡴛𧉉𦸕
毓	育
比	夶庀匕篪俾庇鼻仳吡
毚	㺥纔鑱饞
毞	紕
毟	毮
毠	袈
毣	眊
毤	毻
毦	𣭞
毨	𣭡𣭟𨾷
毩	毱
毫	𡨉
毮	毟
毯	㲜
毰	𣯱
毱	毩𣮴鞠
毳	橇𣯝𣯠𣰗
毴	屄
毷	𣯀
毸	𣯧𣯯
毹	𣭴𣭵𣯁𣮵毺氀𣰎𣰟
毺	毹
毻	毤𣮲
毼	楬𣭸𣯇𣰌
毽	𨪅
毾	𣯚𣯈𣯾𣰅𧝅
氀	毹㲎𣰝
氄	𤮤𣭲𣯍𣰇䩸
氅	𪅶
氆	𣯽
氉	𣰕
氋	𣰥
氍	𣭂𣭳㲘𣮔𣯒𣯑𣰋𣰠𣰧𣰻𣰽
氎	㲲
氏	𠂩
氐	低柢抵𢎮
民	𠘽𡻾
氒	橛
氓	𣱅𦫋
気	氣炁气
氜	陽
氡	氭
氧	氱養
氭	氡
氮	淡㲷
氯	㲶
氰	𩇛
氱	氧
氶	承拯
永	咏𠘷𣱵泳
氹	凼
氼	溺
氽	𣵞
氿	厬㲹𣲄
汀	𢆊𠀩渟
求	𡨃蛷裘逑仇摎
汃	豳
汄	㳁
汅	汙沔
汊	㲼㳗
汋	勺瀹
汍	洹
汏	𣴒汰
汐	夕𣲠
汒	漭茫
汓	泅游
汔	𣲁汽迄
汗	𡊺焊旱
汛	𣲌洒
汝	女
汞	澒銾
池	沱撤
汨	漞㵋
汩	𡿯淈
汪	𣳫𣷪㳹瀇泓枉
汫	阱
汬	阱
汭	涒芮内
汮	均
汯	浤
汰	𡊀𡊌汏溙泰
汱	𣴒洑
汳	汴
汴	汳
汵	淦涵
汶	岷渂𣶌
汷	坻泈
汸	淓滂方
汻	滸
汼	鷔
汽	汔滊
汾	𥦋湓
汿	沀抒
沀	汿
沁	䈜
沂	釿垠
沃	𣵽𦰚
沆	𣳞
沇	兗㕣沿渷
沌	坉𣲃忳純
沍	冱冴𠖱𣲐
沓	𠴲
沔	汅
沕	惚
沗	添𣷹滂
沙	𡋷𣲓𣲡砂紗
沚	洔畤止阯
沛	伂㳈𨙶霈跋柿旆㧊杮
沜	溿泮
沝	水
沢	澤泽
沬	湏𩒳頮昧寐
沭	𣻚
沮	𣻐
沯	𣸐
沱	沲池𣴾𣵺𣵻𩃰𩃱
沲	沱池𣴾𣵺𣵻𩃰𩃱
河	𢀎
沴	𣳅沵𤄽
沵	沴
沶	坻
沸	𣲴㵒𩰾𩱎𩱣
油	釉
治	乿𡭒𣳮𦠋
沽	𥂰
沿	沇𡵴㳂
泂	迥潁
泅	攸汓湭
泆	失浂
泈	汷
泉	㟫洤湶𣹻灥𤱄𤲴𤽇
泊	洦淿𣶊湐濼薄
泋	𣸀
泐	𣲒
泑	釉
泓	汪浤𣴦閎
泔	粓
泘	滹
泙	洴
泚	𣸆
泜	坻
泟	浾
泠	澪令零伶
泡	𣶐脬
波	𣴫
泣	𣲔
泤	洍
泥	坭𡊴埿𡌰䛏
泦	𣳣淗阸
泫	玄洵涓
泭	桴
泮	冸沜𣳝頖判畔
泰	𣳾夳太𠆖𠆋𡙥
泱	央
泲	濟
泳	永
泴	盥
泿	垠
洀	盤
洂	液
洇	凐湮潱
洊	瀳薦
洋	𣺸
洌	冽𣶄𣸟𠗗𠗢
洍	泤
洏	胹而
洑	汱澓
洓	漬
洔	沚𣻞滯
洗	㭠洒𣳳灑
洚	𣴗
洛	雒絡
洞	硐䆚迵恫
洟	𦳂䶏
洡	䣂
洢	伊
洤	泉
津	𣸁𧗁𦨱𦩏𦩨𦩦𦪉𨔥
洦	泊
洧	有
洪	潂𤀆𤅏谼共
洫	淢溢鎰
洭	㳝𣶕
洮	𣴧淘
洯	潔
洲	州
洳	𣹤
洴	泙
洷	㴛
洸	𣴕潢
洹	汍𣵨
活	𣴠𣸅𣽅𣿛
洽	冾䨐
派	𠂢𣲖
洿	汙戽
流	𡵰㳅𣲖𣳛𣴑𣹳𣹭
浂	泆
浄	淨滌
浖	埒
浛	𠥴𣻦澏淦涵
浜	濵濱滨
浡	渤
浤	泓汯
浥	潝裛
浧	塣澄
浩	澔𤅆𤅡㬶傲皓鵠灝
浮	酻符
浱	漘
浲	漨
浴	𣴲
海	海𣳠𣴴
浸	滲寖𡩻𡫏㴆湛𣷽𣹦𣹰𣼡𣽧濅䆮𥧲寢
浺	㳞
浼	凂潣
浽	滖𩃃
浾	泟𣵩
涁	滲
消	銷㴅𣱩痟逍硝霄
涉	渉𣥿㴇𣻣
涑	漱
涒	汭膯
涓	㳙𧨜鋗泫
涙	淚泪
涜	瀆
涪	𣷧
涬	𣷟𣸖
涭	濤
涯	漄厓
涰	啜
涱	漲
液	洂醳夜掖
涴	汙𣹠𤷧𩣵
涵	汵浛淦淊𣹢
涶	唾
涸	凅𤃯
涺	𣲻𣶅
涿	𣄻𣵠湪琢
淁	潗
淄	湽𣻲甾緇
淅	析𣶁𥺚𥼔
淈	汩㳷𣽶
淉	祼
淊	淹涵
淍	周
淑	叔㳤𣻪
淓	汸
淗	泦
淘	洮
淙	潨漴
淜	𣳷𣻫馮
淠	𣹮
淡	灩氮痰啖
淢	𡿯洫𣴤㳼惐
淣	倪
淤	𡌧瘀飫閼
淦	汵浛涵
淧	㴵
淬	㳃𠗚焠
淭	𣸔
淰	𣻧
淲	滮滸
淴	㳷
混	昏崑𡇯渾溷昆緄
淸	清
淹	奄淊𣼜醃掩渰
添	沗𣷹沾
淾	飲
淿	泊
渀	奔
渁	淵
渂	岷汶
清	淸圊𠗜𨓽
渆	淵
渇	渴
渉	涉𣥿㴇𣻣
渋	澀歮澁
渓	磎谿𧮾嵠溪
